smiles,name,id,atc,atc_name_1,atc_name_2,atc_name_3,atc_name_4,molecular_weight,logP,hydrogen_bond_acceptors,hydrogen_bond_donors,Lipinski,QED,stereo_centers,tpsa,PAINS_alert,BRENK_alert,NIH_alert,AMES,BBB_Martins,Bioavailability_Ma,CYP1A2_Veith,CYP2C19_Veith,CYP2C9_Substrate_CarbonMangels,CYP2C9_Veith,CYP2D6_Substrate_CarbonMangels,CYP2D6_Veith,CYP3A4_Substrate_CarbonMangels,CYP3A4_Veith,Carcinogens_Lagunin,ClinTox,DILI,HIA_Hou,NR-AR-LBD,NR-AR,NR-AhR,NR-Aromatase,NR-ER-LBD,NR-ER,NR-PPAR-gamma,PAMPA_NCATS,Pgp_Broccatelli,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,Skin_Reaction,hERG,Caco2_Wang,Clearance_Hepatocyte_AZ,Clearance_Microsome_AZ,Half_Life_Obach,HydrationFreeEnergy_FreeSolv,LD50_Zhu,Lipophilicity_AstraZeneca,PPBR_AZ,Solubility_AqSolDB,VDss_Lombardo
O=C(O)Cc1ccccc1,SODIUM PHENYLACETATE,CHEMBL1200358,,,,,,136.14999999999998,1.3137,1,1,4.0,0.6651802326447549,0,37.3,0,0,0,0.038287465,0.81595546,0.9257771,0.012168855,0.015547303,0.38267705,0.010239095,0.050145686,0.004058278,0.14766598,0.0001871564,0.34610826,0.0647907,0.5324568,0.9910549,0.0040887864,0.012866723,0.0048383186,0.0010262863,0.0073389537,0.062410705,0.01863945,0.42839113,0.0036593615,0.024992205,0.002967455,0.0045745196,0.0027138367,0.0044936957,0.41261944,0.017216459,-4.568389,19.654245,-18.59221,-15.042662,-8.87346,2.0902972,-0.6910515,55.137085,-1.0805371,-3.4922185
COc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1,SULFAMETER,CHEMBL1200359,J01ED,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,SULFONAMIDES AND TRIMETHOPRIM,Long-acting sulfonamides,280.30899999999997,0.8681999999999999,6,2,4.0,0.8045216732232587,0,107.19999999999999,0,1,0,0.0053806133,0.38877663,0.9675741,0.010372867,0.012051361,0.34176165,0.016948098,0.026277613,0.0021096808,0.18385,0.01295009,0.19195485,0.07585528,0.9581984,0.99932206,0.001049036,0.010324245,0.011100075,0.0024922725,0.0012468465,0.025585052,0.00024563872,0.4025442,0.0011872187,0.008167931,0.0011506482,0.0009948573,0.0010836887,0.002268309,0.055890728,0.035646345,-5.1386685,25.812454,3.4395232,12.816042,-14.247108,1.5769924,-0.2030268,81.742325,-3.1158566,0.18266611
CC(C)NC(C)Cc1ccc([123I])cc1,IOFETAMINE HYDROCHLORIDE I 123,CHEMBL1200360,V09AB,VARIOUS,DIAGNOSTIC RADIOPHARMACEUTICALS,CENTRAL NERVOUS SYSTEM,Iodine (123I) compounds,299.188589,3.220200000000002,1,1,4.0,0.8418297193039429,1,12.03,0,1,0,0.048260808,0.96242464,0.902376,0.3202694,0.07455422,0.14668052,0.0060875686,0.7225364,0.7068907,0.3368334,0.005657618,0.19319537,0.08373512,0.04050543,0.9996994,0.0010530524,0.010267063,0.0067289993,0.0047008917,0.0046136347,0.04988382,0.00081467663,0.94787514,0.049018353,0.015758324,0.00019533427,0.003027015,0.018047981,0.0011659871,0.76568925,0.6232997,-4.3380027,13.982913,-19.986567,78.37929,-7.752374,3.064315,1.5102195,62.496296,-2.3577614,18.743845
Nc1ccc(C(=O)NCC(=O)O)cc1,AMINOHIPPURATE SODIUM,CHEMBL1200365,,,,,,194.19000000000003,0.08319999999999966,3,3,4.0,0.5940584768895217,0,92.42,0,1,0,0.33015767,0.7443515,0.82919776,0.01728256,0.010830999,0.13813062,0.0059380075,0.046628162,0.00815128,0.13419983,0.0012042541,0.31069323,0.24901254,0.55883837,0.8493869,0.013681853,0.03557954,0.043273855,0.0017267668,0.008240203,0.08276458,0.0021717458,0.112268426,0.0017143149,0.03674879,0.0093176495,0.005151079,0.0019835494,0.020146646,0.42399043,0.03756803,-5.576056,-15.693721,-28.856567,15.536326,-17.115103,1.8925922,-2.360704,48.32896,-1.5383773,0.8086977
CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1,CEPHALEXIN HYDROCHLORIDE,CHEMBL1200366,,,,,,347.3960000000001,0.4449000000000012,5,3,4.0,0.6816125812503079,3,112.73,0,0,1,0.14739592,0.1403235,0.71791524,0.002535717,0.017869323,0.11157825,0.021907667,0.011114424,0.009288165,0.12771526,0.007938469,0.18960705,0.16903558,0.69937307,0.38246045,0.019131614,0.0737006,0.008497221,0.0053700963,0.020318052,0.11176652,0.009733686,0.019035263,0.011558296,0.05034258,0.010577483,0.006549157,0.0021703136,0.034878343,0.29092428,0.042325713,-6.059162,5.6161585,12.916939,-2.0430214,-19.077974,2.1743407,-0.98293287,61.381775,-2.1654086,-1.7035671
CCOP(=O)(OCC)SCC[N+](C)(C)C,ECHOTHIOPHATE IODIDE,CHEMBL1200367,,,,,,256.328,2.6069000000000004,4,0,4.0,0.49378909950033995,0,35.53,0,2,1,0.33774647,0.5544941,0.76268935,0.004109434,0.004192843,0.009260027,0.00026446625,0.4979929,0.008009256,0.084128395,0.0018740824,0.15425089,0.0067187,0.01752011,0.8050172,0.00550879,0.014808347,0.0043782853,0.002046023,0.008249618,0.07510862,7.982462e-05,0.71839064,0.0021174687,0.03321838,0.00055486197,0.0010475279,0.002974317,0.0018351311,0.866104,0.1234925,-4.915466,-8.806285,15.391934,26.989801,-11.135709,4.4429545,-0.49267998,-5.0557356,0.18454489,3.2231383
O=C(O)c1ccc(NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)c2ccccc2)cc1,BENTIROMIDE,CHEMBL1200368,V04CK,VARIOUS,DIAGNOSTIC AGENTS,OTHER DIAGNOSTIC AGENTS,Tests for pancreatic function,404.4220000000001,3.0702000000000016,4,4,4.0,0.48302303925439344,1,115.73000000000002,0,0,0,0.07184994,0.069458075,0.6884631,0.04460894,0.14154288,0.18175344,0.22393906,0.008544241,0.059352376,0.17249262,0.05006072,0.26944056,0.12761219,0.86622393,0.86339664,0.007242672,0.062455576,0.08467473,0.027698213,0.13351546,0.31054997,0.030597642,0.054449677,0.055714212,0.14055347,0.03740902,0.020749867,0.1389626,0.063875556,0.3415145,0.177268,-5.6162653,36.65278,22.412674,-4.8618917,-19.335266,2.005938,0.6271776,95.02232,-4.577464,-6.705519
O=C(OOC(=O)c1ccccc1)c1ccccc1,BENZOYL PEROXIDE,CHEMBL1200370,D10AE,DERMATOLOGICALS,ANTI-ACNE PREPARATIONS,ANTI-ACNE PREPARATIONS FOR TOPICAL USE,Peroxides,242.23000000000002,2.615400000000001,4,0,4.0,0.5996635086620677,0,52.6,0,2,1,0.42503732,0.9606215,0.92264974,0.81768924,0.41384873,0.38468128,0.16105112,0.108117,0.010975437,0.44038898,0.012614337,0.24389765,0.027118886,0.8783611,0.999883,0.014661451,0.029606324,0.1004683,0.01501966,0.030858332,0.33273038,0.03759698,0.95220405,0.06731612,0.13403375,0.04739325,0.020064544,0.106002524,0.028113198,0.7421004,0.08917805,-4.500042,177.60446,145.61722,-5.631074,-4.970891,1.6853117,3.026553,97.11443,-4.5794125,-2.1329904
C=C1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12,EXEMESTANE,CHEMBL1200374,L02BG,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ENDOCRINE THERAPY,HORMONE ANTAGONISTS AND RELATED AGENTS,Aromatase inhibitors,296.41,4.029500000000003,2,0,4.0,0.6760895538895387,5,34.14,0,0,0,0.1680141,0.7493598,0.7347979,0.3186599,0.3759609,0.1324818,0.21689156,0.07863703,0.02314955,0.7057698,0.242093,0.018630449,0.025529172,0.14264093,0.99999714,0.8550642,0.9160102,0.013566202,0.14907241,0.52743495,0.76861036,0.009624855,0.98729753,0.122245684,0.58898115,0.029518828,0.06871705,0.21600659,0.0883271,0.6793473,0.16645876,-4.411564,93.33092,63.965935,-3.6531684,-8.225635,2.0311577,2.9066126,85.46909,-4.2803,-2.418584
O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O,EDETATE CALCIUM DISODIUM ANHYDROUS,CHEMBL1200375,,,,,,292.244,-2.0711999999999957,6,4,4.0,0.333294737123963,0,155.68,0,0,1,0.18204062,0.317474,0.11700269,8.2378145e-05,0.12384932,0.0025260458,0.029925156,0.00028175797,0.004997234,0.007403611,1.578129e-05,0.5698051,0.03834215,0.045153208,0.0015204692,0.0021797658,0.005618891,0.00024674006,5.1229803e-05,0.017102355,0.075652085,0.0001974589,0.00022002857,5.3107906e-05,0.0936193,0.004379398,0.0005816157,2.295713e-05,0.0075974427,0.6060717,0.0018862586,-6.6341753,-31.521152,-6.098153,2.6654544,-25.283682,2.203426,-4.8672013,31.062037,-1.2893008,-2.9678063
C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccccc1)C(=O)CO,BETAMETHASONE BENZOATE,CHEMBL1200376,,,,,,496.57500000000033,3.760400000000003,6,2,4.0,0.6159542688928459,8,100.9,0,0,0,0.24653602,0.9319824,0.78936577,0.010319102,0.17980982,0.05459342,0.1506583,0.064156994,0.0103723835,0.83980477,0.70462143,0.0058819475,0.053516466,0.33615488,0.9999975,0.79095936,0.95133513,0.014006582,0.14536278,0.060290962,0.33385533,0.00636386,0.9898446,0.64588404,0.37002623,0.02707766,0.012217545,0.3159319,0.04933825,0.2425462,0.43239373,-4.9521985,116.49272,107.914185,-4.8573484,-13.2430315,2.3931584,3.4901366,102.702736,-5.2823205,0.46657348
CC(N)Cc1ccccc1,AMPHETAMINE ASPARTATE,CHEMBL1200377,,,,,,135.20999999999998,1.5763,1,1,4.0,0.6542162175383444,1,26.02,0,0,0,0.060096227,0.98087674,0.9049662,0.22671127,0.065636575,0.13736399,0.004847969,0.4918862,0.3521501,0.23648462,0.0035556294,0.1767796,0.055105217,0.04812486,0.99994695,0.0008645137,0.008529881,0.0049083442,0.0029196206,0.0021516639,0.0306349,0.00056792505,0.94888604,0.009923592,0.009420648,0.00021782024,0.0041505694,0.0034214729,0.0006421297,0.72432494,0.30776417,-4.519108,13.607501,-24.292423,0.1289545,-7.4490495,2.944171,-0.17628033,23.266281,-0.4337752,-1.2622334
Nc1cc(Cl)c(N=C2NCCN2)c(Cl)c1,APRACLONIDINE HYDROCHLORIDE,CHEMBL1200379,,,,,,245.113,1.7558999999999998,2,3,4.0,0.660359398694943,0,62.44,0,2,0,0.40808353,0.73626614,0.79930705,0.44410673,0.086237796,0.061958265,0.04176697,0.25628248,0.19786736,0.33307272,0.0588156,0.18773898,0.22538972,0.3814439,0.98560554,0.033668585,0.04513935,0.37304473,0.026190108,0.022561321,0.07113836,0.00433178,0.68798673,0.017746741,0.14561291,0.025618613,0.022944089,0.06474171,0.06757901,0.5220343,0.440041,-4.850209,6.303755,-14.294519,30.617355,-13.271747,2.787316,0.87584555,61.871162,-2.4229474,8.894793
Nc1nc(O)c2ncn(COCCO)c2n1,ACYCLOVIR SODIUM,CHEMBL1200380,,,,,,225.20799999999994,-0.9195,7,3,4.0,0.5753913260032537,0,119.31000000000002,0,1,0,0.30316028,0.67908967,0.87788266,0.005133207,0.0020208196,0.07996286,0.0019091165,0.013699241,0.0011689257,0.1069422,0.00015949391,0.31007278,0.19702502,0.9088896,0.94898576,0.0054533165,0.010710154,0.028278625,0.0013848593,0.004016989,0.06381507,0.00086377,0.11554029,0.00051449746,0.043751627,0.008714841,0.0027695051,0.0036852942,0.03595697,0.28635037,0.016777117,-5.516034,29.87374,-4.002185,-8.728969,-17.028986,1.6244894,-1.2142379,31.35871,-0.97590446,3.2698677
N=C(N)NCCC[C@H](N)C(=O)O,ARGININE HYDROCHLORIDE,CHEMBL1200381,B05XB,BLOOD AND BLOOD FORMING ORGANS,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,I.V. SOLUTION ADDITIVES,Amino acids,174.204,-1.338429999999999,3,5,4.0,0.2002751368104355,1,125.22000000000001,0,3,0,0.24124601,0.2952941,0.21821472,0.005820216,0.013896046,0.0018603426,0.005401768,0.10675184,0.02561908,0.019981327,0.00086703536,0.15240936,0.007988143,0.005282075,0.06708969,0.012020874,0.037462603,0.012297065,0.0017613359,0.023914998,0.07006515,0.00011625638,0.04290756,0.00030374283,0.059737466,0.001835228,0.0012775112,0.0022511892,0.002899918,0.7766375,0.05238209,-6.923757,-2.1233895,-12.468532,-4.068755,-26.976124,1.7734607,-2.7121227,-18.05167,-0.44621134,-1.555458
CN1[C@@H]2CC[C@H]1C[C@@H](OC(c1ccccc1)c1ccccc1)C2,BENZTROPINE MESYLATE,CHEMBL1200383,,,,,,307.43700000000007,4.417800000000004,2,0,4.0,0.8289288715670488,3,12.47,0,0,0,0.08640875,0.9711992,0.8299279,0.038168065,0.13359725,0.15881255,0.037778698,0.5773117,0.7348255,0.5419157,0.048520852,0.070225425,0.30579132,0.11833465,0.9998318,0.001100181,0.016216327,0.010212364,0.009377725,0.005754364,0.0611942,0.0020776477,0.89321625,0.53819007,0.042636354,0.00040694428,0.0037594028,0.038765244,0.0021702293,0.560136,0.9137915,-4.857325,45.246147,2.91754,16.406414,-10.240378,2.4525266,1.6055622,73.24336,-2.8653293,5.2469916
CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,BETAMETHASONE DIPROPIONATE,CHEMBL1200384,,,,,,504.5950000000003,3.8175000000000026,7,1,3.0,0.5482119854331166,8,106.97000000000001,0,0,0,0.2383297,0.9597748,0.78620064,0.0031813036,0.09136218,0.031426735,0.05415843,0.056005776,0.006046443,0.84960043,0.6393187,0.0035757371,0.03735258,0.19887148,0.9999981,0.7819613,0.95184356,0.004654352,0.090508826,0.034028113,0.218223,0.0022886253,0.99374837,0.48138076,0.34240645,0.01584757,0.009473255,0.13790199,0.030632693,0.2697878,0.33199376,-4.6315885,150.4771,139.6594,-7.581221,-11.40872,2.1365476,3.357795,100.03074,-5.283751,0.98004466
Oc1ccc(CCCCNC[C@H](O)c2ccc(O)c(O)c2)cc1,ARBUTAMINE HYDROCHLORIDE,CHEMBL1200385,,,,,,317.38500000000005,2.449300000000001,5,5,4.0,0.3808434509975777,1,92.95,1,2,0,0.14366901,0.20398717,0.36975035,0.27003163,0.1385996,0.034250267,0.08781719,0.13724808,0.56952935,0.17183237,0.28236812,0.11547984,0.092664935,0.07138018,0.8943222,0.018022437,0.051028825,0.23512487,0.09458017,0.10276642,0.1472365,0.003901329,0.19234173,0.06673573,0.23357216,0.015041478,0.0320395,0.17725396,0.037083577,0.583407,0.63433945,-6.018535,48.59687,25.288109,-17.124166,-20.118427,2.3645225,0.45676357,62.77889,-2.2982516,4.1618395
CCOC(=O)O[C@]1(C(=O)COC(=O)CC)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,PREDNICARBATE,CHEMBL1200386,D07AC,DERMATOLOGICALS,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","CORTICOSTEROIDS, PLAIN","Corticosteroids, potent (group III)",488.5770000000002,3.6993000000000027,8,1,4.0,0.562816868972934,7,116.2,0,0,0,0.17655204,0.95075065,0.776474,0.010837158,0.11182646,0.042328797,0.064150766,0.058722723,0.006811999,0.82030284,0.5424449,0.0041814186,0.03447496,0.19816169,0.99999684,0.84520006,0.96758366,0.007122846,0.104817465,0.05110935,0.31663364,0.0030374904,0.99295014,0.40037075,0.3442374,0.019369533,0.010531308,0.13343713,0.034835804,0.2862155,0.26333648,-4.6128025,164.14204,148.77109,-11.519424,-11.542829,1.8910118,3.2674572,100.56271,-5.0770035,0.6583777
Cc1onc(-c2ccccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,CLOXACILLIN SODIUM,CHEMBL1200388,,,,,,435.8890000000002,2.5487200000000003,6,2,4.0,0.7092649200190689,3,112.74,0,0,1,0.065566696,0.09386045,0.85714626,0.0026928224,0.03570826,0.21153626,0.06889874,0.006710929,0.0036442163,0.18327543,0.013614589,0.23203906,0.07992372,0.9645842,0.6371109,0.010248741,0.06163643,0.012467338,0.0126183955,0.01316577,0.07084252,0.03809645,0.052610744,0.059090458,0.10442956,0.016703328,0.005775352,0.01199497,0.06714629,0.22592635,0.043909494,-5.3397465,12.708429,11.3630495,13.638423,-15.848181,2.3086107,0.017932678,90.069016,-3.4590564,-1.3576689
Brc1c(NC2=NCCN2)ccc2nccnc12,BRIMONIDINE TARTRATE,CHEMBL1200389,,,,,,292.14000000000004,1.7633999999999999,5,2,4.0,0.8405283183567286,0,62.2,0,0,0,0.38031632,0.728511,0.84110326,0.19279571,0.025596803,0.07329886,0.015553994,0.17180814,0.09751643,0.30494303,0.033866636,0.20249887,0.37236002,0.55991364,0.99296093,0.030880872,0.039333332,0.261518,0.019364098,0.015332377,0.06777281,0.0032129232,0.5756328,0.008226639,0.12620035,0.028812224,0.02587397,0.026402691,0.07644229,0.39726081,0.3183814,-5.179302,3.014674,-5.43707,14.437265,-14.662129,2.8941338,0.5977251,59.399517,-2.352311,4.546927
Cc1c(F)c(N2CCNC(C)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1,GREPAFLOXACIN HYDROCHLORIDE,CHEMBL1200393,,,,,,359.4010000000001,2.28022,4,2,4.0,0.8795000805170116,1,74.57,0,0,0,0.54017746,0.44454226,0.8731949,0.029163891,0.025728589,0.09367807,0.01938731,0.056252517,0.039048996,0.21245952,0.009329979,0.20827451,0.34352174,0.7896907,0.8274995,0.036491103,0.09170997,0.046865113,0.009085876,0.015809223,0.12122097,0.0074410937,0.1616362,0.023267146,0.053784084,0.022916686,0.0039725103,0.009343731,0.057005346,0.3674814,0.1763936,-5.0968714,-4.3513985,-8.072729,9.630541,-15.682178,2.5267153,-0.71026343,66.19894,-3.5853195,-0.84762657
Cc1ccccc1C(OCCN(C)C)c1ccccc1,ORPHENADRINE CITRATE,CHEMBL1200395,M03BC,MUSCULO-SKELETAL SYSTEM,MUSCLE RELAXANTS,"MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS","Ethers, chemically close to antihistamines",269.388,3.662620000000003,2,0,4.0,0.7932087270574181,1,12.47,0,0,0,0.15361035,0.9814205,0.9169194,0.12836413,0.18229353,0.26958385,0.024369527,0.67363805,0.5699124,0.6884505,0.08560494,0.12333237,0.26809484,0.1422315,0.99996006,0.0014627273,0.012290249,0.012172119,0.011027539,0.006735572,0.056676634,0.0028973706,0.9723255,0.41429153,0.0418056,0.0006637918,0.0059239366,0.032060448,0.0026566633,0.67191285,0.9038297,-4.4470506,76.96665,35.01891,12.642569,-8.294846,2.4254007,2.013678,69.94564,-2.6982887,3.5437355
CN(Cc1ccc(C(C)(C)C)cc1)Cc1cccc2ccccc12,BUTENAFINE HYDROCHLORIDE,CHEMBL1200397,,,,,,317.476,5.769300000000006,1,0,3.0,0.5902547919222657,0,3.24,0,0,0,0.12658438,0.9733305,0.7102696,0.5705662,0.49919438,0.14982563,0.04495079,0.5209335,0.89157474,0.6141677,0.051377207,0.0994631,0.12607422,0.17407408,0.9999836,0.0007897414,0.004420382,0.04202418,0.07345172,0.027944237,0.14623168,0.005149787,0.88129693,0.8290211,0.13804956,0.00086475286,0.05401318,0.35795555,0.01651444,0.81600153,0.9548289,-5.044343,132.1497,137.08542,51.20945,-4.764371,2.1964812,4.0663667,102.393295,-5.8791084,5.384435
Clc1ccc(CCC(Cn2ccnc2)Sc2c(Cl)cccc2Cl)cc1,BUTOCONAZOLE NITRATE,CHEMBL1200398,,,,,,411.7850000000001,6.637000000000003,2,0,3.0,0.40560533429498863,1,17.82,0,0,0,0.0883183,0.759104,0.26380676,0.9965248,0.99977267,0.023517514,0.9938281,0.01691231,0.99575883,0.27444643,0.99842995,0.04850442,0.018636126,0.59597385,1.0,0.00096851436,0.0034506302,0.64565885,0.87382185,0.042625714,0.13291886,0.0041124313,0.7826115,0.6073097,0.58328265,0.008571119,0.79642344,0.67980754,0.08322846,0.66382635,0.91477746,-4.841411,98.294334,80.30306,98.019264,-8.593039,2.7346175,4.084369,97.23988,-5.323774,13.7751465
O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,BUSPIRONE HYDROCHLORIDE,CHEMBL1200399,,,,,,385.5120000000001,2.0881999999999996,6,0,4.0,0.551662995519089,0,69.64000000000001,0,2,0,0.17278711,0.95807135,0.76293606,0.101877645,0.23636799,0.15130584,0.16889241,0.32954958,0.51013917,0.6628908,0.33322597,0.16433963,0.6009762,0.37706602,0.99942285,0.0101720765,0.019548979,0.037406065,0.023286246,0.01482368,0.07526754,0.004178106,0.91312104,0.34246606,0.18986961,0.009038277,0.018932618,0.020103836,0.021819182,0.4092246,0.85543334,-4.833894,54.840187,62.208366,-4.770702,-13.704732,3.1766798,1.9012972,66.769226,-4.1675906,-1.2251503
Cn1cnc([N+](=O)[O-])c1Sc1ncnc2nc[nH]c12,AZATHIOPRINE SODIUM,CHEMBL1200400,,,,,,277.269,1.1457999999999997,7,1,4.0,0.43328794180573177,0,115.41999999999999,0,2,0,0.8740576,0.7133759,0.84228766,0.11369157,0.022312725,0.0790573,0.014823456,0.010150751,0.0029385753,0.45062503,0.0150145665,0.41708103,0.06415284,0.9856602,0.99871874,0.00863309,0.0022537303,0.115396835,0.021966038,0.0088236565,0.06449482,0.005397497,0.57779354,0.002394184,0.5335216,0.03943149,0.1368312,0.14924173,0.25806287,0.76370996,0.036997136,-5.003419,47.030884,27.775854,-17.97469,-13.195055,2.0097108,0.28665072,70.99424,-2.5897822,-0.4314646
CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl,AMLODIPINE BESYLATE,CHEMBL1200402,,,,,,408.88200000000006,2.266300000000001,7,2,4.0,0.5023259105130484,1,99.88000000000001,0,1,0,0.082784586,0.7184048,0.475991,0.67802846,0.9672507,0.14901179,0.95155144,0.11385926,0.5634154,0.70483506,0.9735921,0.13567337,0.09282579,0.6870183,0.99991953,0.023023399,0.019784149,0.29670542,0.42281643,0.05985508,0.082717106,0.06356443,0.92898273,0.6185252,0.49086308,0.05917264,0.27528232,0.3959368,0.11681583,0.3465398,0.7408801,-4.6126127,75.80845,65.75883,5.1632857,-11.942363,2.6824017,2.1452327,91.35698,-3.4670212,6.740444
Cc1ccc(C(=O)Oc2ccc(C(O)CNC(C)(C)C)cc2OC(=O)c2ccc(C)cc2)cc1,BITOLTEROL MESYLATE,CHEMBL1200405,,,,,,461.5580000000003,5.163340000000004,6,2,3.0,0.37331531004804225,1,84.86000000000001,0,1,0,0.12450632,0.44739634,0.9172084,0.102913305,0.20392504,0.36141384,0.2308139,0.3075655,0.13424706,0.71632195,0.23770699,0.2485851,0.33852977,0.815275,0.99340343,0.02245364,0.05200135,0.08992222,0.07890981,0.047803424,0.15477112,0.0501843,0.8035852,0.7499626,0.17270032,0.026413258,0.01606894,0.26305407,0.064020194,0.22385892,0.8039199,-4.798562,90.273315,89.778114,23.795473,-12.724372,2.7586384,3.5346177,103.88875,-5.153739,4.6776466
CN(C)CCOC(c1ccccc1)c1ccccc1,DIMENHYDRINATE,CHEMBL1200406,R06AA,RESPIRATORY SYSTEM,ANTIHISTAMINES FOR SYSTEMIC USE,ANTIHISTAMINES FOR SYSTEMIC USE,Aminoalkyl ethers,255.36100000000002,3.3542000000000023,2,0,4.0,0.7845504400951161,0,12.47,0,0,0,0.116600476,0.9723269,0.9198654,0.061495505,0.07389244,0.27816933,0.01231564,0.6281229,0.4079786,0.5808598,0.017251944,0.1512766,0.23750809,0.114508346,0.99983484,0.0017357145,0.012971563,0.0062759756,0.0053601204,0.0070729777,0.06947953,0.0032228143,0.9472893,0.18905374,0.028147047,0.0005977727,0.0038405862,0.016812436,0.0021266646,0.67151606,0.7858048,-4.4175243,72.24878,24.935013,11.738371,-8.3429165,2.3656793,1.7072468,64.20615,-2.407352,3.1177285
CCN(CC)CC(=O)Nc1c(C)cccc1C,LIDOCAINE HYDROCHLORIDE,CHEMBL1200409,,,,,,234.343,2.5837400000000006,2,1,4.0,0.8489671904749567,0,32.34,0,0,0,0.35567796,0.986344,0.9385335,0.21556838,0.11585436,0.20849979,0.008008653,0.57550037,0.18835072,0.5840832,0.014445712,0.17507954,0.19795343,0.18418324,0.99995327,0.0032126948,0.011893993,0.018956823,0.0028934262,0.0030062988,0.04430994,0.0008051239,0.9776889,0.0238129,0.017678376,0.0014293178,0.004113234,0.0035529782,0.0025946985,0.7247861,0.565633,-4.2722635,65.75675,39.350533,34.2499,-7.8070436,2.7530677,1.1400583,37.569603,-1.6055496,5.4077845
CNNCc1ccc(C(=O)NC(C)C)cc1,PROCARBAZINE HYDROCHLORIDE,CHEMBL1200410,,,,,,221.304,1.0487999999999995,3,3,4.0,0.6513892787333422,0,53.16,0,1,1,0.3954018,0.7828938,0.92275965,0.17806764,0.007192999,0.06282945,0.0010927027,0.45257586,0.062087525,0.17823783,0.005272752,0.25610426,0.08107971,0.16558065,0.9935581,0.010040758,0.037439574,0.0778579,0.0025605015,0.0051801,0.07408954,0.00026627892,0.7012939,0.002965959,0.018631354,0.0024482324,0.001907131,0.0031993228,0.004071539,0.60726416,0.2551907,-5.033287,-3.7867744,-26.35461,22.301634,-13.723813,2.594587,-1.1294886,9.15705,-1.1294504,2.1948404
CCCN(CCC)CCc1cccc2c1CC(=O)N2,ROPINIROLE HYDROCHLORIDE,CHEMBL1200411,,,,,,260.3809999999999,2.845700000000001,2,1,4.0,0.8173315946878695,0,32.34,0,0,0,0.3045687,0.96922886,0.69589174,0.13523303,0.1088117,0.15468332,0.02009742,0.5635208,0.7280035,0.48050934,0.025646728,0.2447201,0.3288684,0.07796545,0.99721515,0.011296374,0.017719576,0.017850172,0.011819467,0.018011931,0.084687665,0.0057110945,0.8760371,0.12633035,0.09721293,0.003522175,0.024932034,0.02612698,0.017203752,0.8673633,0.7764038,-4.4522424,41.716217,22.85203,48.175983,-9.542421,2.995807,1.4206431,54.81762,-2.9522748,9.152501
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@H]43)[C@@H]1CC[C@@H]2OC(=O)CCc1ccccc1,NANDROLONE PHENPROPIONATE,CHEMBL1200412,,,,,,406.56600000000014,5.672800000000006,3,0,3.0,0.6049275845173735,6,43.370000000000005,0,0,0,0.07684528,0.5533566,0.70441645,0.1501904,0.27236384,0.18980491,0.22080438,0.089363575,0.02186415,0.73745346,0.23182721,0.012229808,0.021438869,0.09081818,0.99999964,0.8862449,0.95693034,0.0047837663,0.12960005,0.8636106,0.94847965,0.008605344,0.9856858,0.42853498,0.65906304,0.009293616,0.06632187,0.29372898,0.08350059,0.6239678,0.34499842,-4.8105474,143.43951,117.34656,8.083815,-7.5936394,1.8448133,4.168912,107.543724,-5.952421,-2.4879584
